concord_class,baseline,project,r1,r2,r3,label,split
org.ripple.power.txns.IssuedCurrency,"cping_RipplePower_cping_RipplePower_org.ripple.power.txns2951IssuedCurrency.code
",RipplePower,RipplePower_org.ripple.power.txns.IssuedCurrency_R1.json,RipplePower_org.ripple.power.txns.IssuedCurrency_R2.json,RipplePower_org.ripple.power.txns.IssuedCurrency_R3.json,0,train
net.glowstone.command.CommandTarget,"GlowstoneMC_Glowstone_GlowstoneMC_Glowstone_net.glowstone.command237CommandTarget.code
",Glowstone,Glowstone_net.glowstone.command.CommandTarget_R1.json,Glowstone_net.glowstone.command.CommandTarget_R2.json,Glowstone_net.glowstone.command.CommandTarget_R3.json,0,train
org.fenixedu.academic.domain.candidacyProcess.CandidacyPrecedentDegreeInformation,"FenixEdu_fenixedu-academic_FenixEdu_fenixedu-academic_org.fenixedu.academic.domain.candidacyProcess622CandidacyPrecedentDegreeInformation.code
",fenixedu-academic,fenixedu-academic_org.fenixedu.academic.domain.candidacyProcess.CandidacyPrecedentDegreeInformation_R1.json,fenixedu-academic_org.fenixedu.academic.domain.candidacyProcess.CandidacyPrecedentDegreeInformation_R2.json,fenixedu-academic_org.fenixedu.academic.domain.candidacyProcess.CandidacyPrecedentDegreeInformation_R3.json,0,train
org.fenixedu.academic.domain.student.PrecedentDegreeInformation,"FenixEdu_fenixedu-academic_FenixEdu_fenixedu-academic_org.fenixedu.academic.domain.student1548PrecedentDegreeInformation.code
",fenixedu-academic,fenixedu-academic_org.fenixedu.academic.domain.student.PrecedentDegreeInformation_R1.json,fenixedu-academic_org.fenixedu.academic.domain.student.PrecedentDegreeInformation_R2.json,fenixedu-academic_org.fenixedu.academic.domain.student.PrecedentDegreeInformation_R3.json,0,train
ch.epfl.bbp.shaded.opennlp.tools.lang.english.ParserTagger,"BlueBrain_bluima_BlueBrain_bluima_ch.epfl.bbp.shaded.opennlp.tools.lang.english186ParserTagger.code
",bluima,bluima_ch.epfl.bbp.shaded.opennlp.tools.lang.english.ParserTagger_R1.json,bluima_ch.epfl.bbp.shaded.opennlp.tools.lang.english.ParserTagger_R2.json,bluima_ch.epfl.bbp.shaded.opennlp.tools.lang.english.ParserTagger_R3.json,0,train
org.apache.hadoop.hbase.mapreduce.IntSumReducer,"cloud-software-foundation_c5_cloud-software-foundation_c5_org.apache.hadoop.hbase.mapreduce1186IntSumReducer.code
",c5,c5_org.apache.hadoop.hbase.mapreduce.IntSumReducer_R1.json,c5_org.apache.hadoop.hbase.mapreduce.IntSumReducer_R2.json,c5_org.apache.hadoop.hbase.mapreduce.IntSumReducer_R3.json,0,train
org.dswarm.controller.resources.schema.MappingAttributePathInstancesResource,"dswarm_dswarm_dswarm_dswarm_org.dswarm.controller.resources.schema145MappingAttributePathInstancesResource.code
",dswarm,dswarm_org.dswarm.controller.resources.schema.MappingAttributePathInstancesResource_R1.json,dswarm_org.dswarm.controller.resources.schema.MappingAttributePathInstancesResource_R2.json,dswarm_org.dswarm.controller.resources.schema.MappingAttributePathInstancesResource_R3.json,0,train
io.cattle.platform.core.model.tables.DynamicSchemaTable,"rancherio_cattle_rancherio_cattle_io.cattle.platform.core.model.tables18DynamicSchemaTable.code
",cattle,cattle_io.cattle.platform.core.model.tables.DynamicSchemaTable_R1.json,cattle_io.cattle.platform.core.model.tables.DynamicSchemaTable_R2.json,cattle_io.cattle.platform.core.model.tables.DynamicSchemaTable_R3.json,1,train
org.jenkinsci.test.acceptance.plugins.credentials.Domain,"jenkinsci_acceptance-test-harness_jenkinsci_acceptance-test-harness_org.jenkinsci.test.acceptance.plugins.credentials149Domain.code
",acceptance-test-harness,acceptance-test-harness_org.jenkinsci.test.acceptance.plugins.credentials.Domain_R1.json,acceptance-test-harness_org.jenkinsci.test.acceptance.plugins.credentials.Domain_R2.json,acceptance-test-harness_org.jenkinsci.test.acceptance.plugins.credentials.Domain_R3.json,0,train
com.google.javascript.jscomp.testing.TestErrorManager,"google_closure-compiler_google_closure-compiler_com.google.javascript.jscomp.testing1740TestErrorManager.code
",closure-compiler,closure-compiler_com.google.javascript.jscomp.testing.TestErrorManager_R1.json,closure-compiler_com.google.javascript.jscomp.testing.TestErrorManager_R2.json,closure-compiler_com.google.javascript.jscomp.testing.TestErrorManager_R3.json,0,train
org.fenixedu.academic.domain.ProjectSubmission,"FenixEdu_fenixedu-academic_FenixEdu_fenixedu-academic_org.fenixedu.academic.domain144ProjectSubmission.code
",fenixedu-academic,fenixedu-academic_org.fenixedu.academic.domain.ProjectSubmission_R1.json,fenixedu-academic_org.fenixedu.academic.domain.ProjectSubmission_R2.json,fenixedu-academic_org.fenixedu.academic.domain.ProjectSubmission_R3.json,0,train
org.apache.reef.poison.task.PoisonedTaskStartHandler,"apache_incubator-reef_apache_incubator-reef_org.apache.reef.poison.task981PoisonedTaskStartHandler.code
",incubator-reef,incubator-reef_org.apache.reef.poison.task.PoisonedTaskStartHandler_R1.json,incubator-reef_org.apache.reef.poison.task.PoisonedTaskStartHandler_R2.json,incubator-reef_org.apache.reef.poison.task.PoisonedTaskStartHandler_R3.json,0,train
com.addthis.hydra.data.io.DiskBackedList2,"addthis_hydra_addthis_hydra_com.addthis.hydra.data.io219DiskBackedList2.code
",hydra,hydra_com.addthis.hydra.data.io.DiskBackedList2_R1.json,hydra_com.addthis.hydra.data.io.DiskBackedList2_R2.json,hydra_com.addthis.hydra.data.io.DiskBackedList2_R3.json,0,train
org.fenixedu.academic.domain.studentCurriculum.Credits,"FenixEdu_fenixedu-academic_FenixEdu_fenixedu-academic_org.fenixedu.academic.domain.studentCurriculum1603Credits.code
",fenixedu-academic,fenixedu-academic_org.fenixedu.academic.domain.studentCurriculum.Credits_R1.json,fenixedu-academic_org.fenixedu.academic.domain.studentCurriculum.Credits_R2.json,fenixedu-academic_org.fenixedu.academic.domain.studentCurriculum.Credits_R3.json,0,train
org.fenixedu.academic.dto.accounting.paymentPlan.PaymentPlanBean,"FenixEdu_fenixedu-academic_FenixEdu_fenixedu-academic_org.fenixedu.academic.dto.accounting.paymentPlan1814PaymentPlanBean.code
",fenixedu-academic,fenixedu-academic_org.fenixedu.academic.dto.accounting.paymentPlan.PaymentPlanBean_R1.json,fenixedu-academic_org.fenixedu.academic.dto.accounting.paymentPlan.PaymentPlanBean_R2.json,fenixedu-academic_org.fenixedu.academic.dto.accounting.paymentPlan.PaymentPlanBean_R3.json,0,train
org.apache.hadoop.hbase.protobuf.generated.OfflineRegionRequest,"cloud-software-foundation_c5_cloud-software-foundation_c5_org.apache.hadoop.hbase.protobuf.generated1909OfflineRegionRequest.code
",c5,c5_org.apache.hadoop.hbase.protobuf.generated.OfflineRegionRequest_R1.json,c5_org.apache.hadoop.hbase.protobuf.generated.OfflineRegionRequest_R2.json,c5_org.apache.hadoop.hbase.protobuf.generated.OfflineRegionRequest_R3.json,0,train
org.whispersystems.textsecuregcm.push.ApnMessage,"WhisperSystems_TextSecure-Server_WhisperSystems_TextSecure-Server_org.whispersystems.textsecuregcm.push179ApnMessage.code
",TextSecure-Server,TextSecure-Server_org.whispersystems.textsecuregcm.push.ApnMessage_R1.json,TextSecure-Server_org.whispersystems.textsecuregcm.push.ApnMessage_R2.json,TextSecure-Server_org.whispersystems.textsecuregcm.push.ApnMessage_R3.json,0,train
org.kaazing.gateway.transport.http.bridge.filter.HttpSerializeRequestsFilter,"kaazing_gateway_kaazing_gateway_org.kaazing.gateway.transport.http.bridge.filter1703HttpSerializeRequestsFilter.code
",gateway,gateway_org.kaazing.gateway.transport.http.bridge.filter.HttpSerializeRequestsFilter_R1.json,gateway_org.kaazing.gateway.transport.http.bridge.filter.HttpSerializeRequestsFilter_R2.json,gateway_org.kaazing.gateway.transport.http.bridge.filter.HttpSerializeRequestsFilter_R3.json,0,train
org.apache.reef.io.network.naming.NamingResponseHandler,"apache_incubator-reef_apache_incubator-reef_org.apache.reef.io.network.naming761NamingResponseHandler.code
",incubator-reef,incubator-reef_org.apache.reef.io.network.naming.NamingResponseHandler_R1.json,incubator-reef_org.apache.reef.io.network.naming.NamingResponseHandler_R2.json,incubator-reef_org.apache.reef.io.network.naming.NamingResponseHandler_R3.json,0,train
com.couchbase.client.core.message.config.UpdateBucketRequest,"couchbase_couchbase-jvm-core_couchbase_couchbase-jvm-core_com.couchbase.client.core.message.config282UpdateBucketRequest.code
",couchbase-jvm-core,couchbase-jvm-core_com.couchbase.client.core.message.config.UpdateBucketRequest_R1.json,couchbase-jvm-core_com.couchbase.client.core.message.config.UpdateBucketRequest_R2.json,couchbase-jvm-core_com.couchbase.client.core.message.config.UpdateBucketRequest_R3.json,0,train
org.kaazing.gateway.transport.sse.SseReconnectHandler,"kaazing_gateway_kaazing_gateway_org.kaazing.gateway.transport.sse1958SseReconnectHandler.code
",gateway,gateway_org.kaazing.gateway.transport.sse.SseReconnectHandler_R1.json,gateway_org.kaazing.gateway.transport.sse.SseReconnectHandler_R2.json,gateway_org.kaazing.gateway.transport.sse.SseReconnectHandler_R3.json,0,train
io.cattle.platform.core.model.tables.HostLabelMapTable,"rancherio_cattle_rancherio_cattle_io.cattle.platform.core.model.tables27HostLabelMapTable.code
",cattle,cattle_io.cattle.platform.core.model.tables.HostLabelMapTable_R1.json,cattle_io.cattle.platform.core.model.tables.HostLabelMapTable_R2.json,cattle_io.cattle.platform.core.model.tables.HostLabelMapTable_R3.json,1,train
ch.epfl.bbp.shaded.opennlp.maxent.ComparableEvent,"BlueBrain_bluima_BlueBrain_bluima_ch.epfl.bbp.shaded.opennlp.maxent133ComparableEvent.code
",bluima,bluima_ch.epfl.bbp.shaded.opennlp.maxent.ComparableEvent_R1.json,bluima_ch.epfl.bbp.shaded.opennlp.maxent.ComparableEvent_R2.json,bluima_ch.epfl.bbp.shaded.opennlp.maxent.ComparableEvent_R3.json,0,train
org.apache.reef.util.logging.CLRBufferedLogHandler,"apache_incubator-reef_apache_incubator-reef_org.apache.reef.util.logging2238CLRBufferedLogHandler.code
",incubator-reef,incubator-reef_org.apache.reef.util.logging.CLRBufferedLogHandler_R1.json,incubator-reef_org.apache.reef.util.logging.CLRBufferedLogHandler_R2.json,incubator-reef_org.apache.reef.util.logging.CLRBufferedLogHandler_R3.json,0,train
org.snpeff.snpEffect.PurityChange,"pcingola_SnpEff_pcingola_SnpEff_org.snpeff.snpEffect326PurityChange.code
",SnpEff,SnpEff_org.snpeff.snpEffect.PurityChange_R1.json,SnpEff_org.snpeff.snpEffect.PurityChange_R2.json,SnpEff_org.snpeff.snpEffect.PurityChange_R3.json,0,train
magic.ui.deck.games.DeckColorLabel,"magarena_magarena_magarena_magarena_magic.ui.deck.games873DeckColorLabel.code
",magarena,magarena_magic.ui.deck.games.DeckColorLabel_R1.json,magarena_magic.ui.deck.games.DeckColorLabel_R2.json,magarena_magic.ui.deck.games.DeckColorLabel_R3.json,0,train
gw.internal.gosu.parser.JavaType,"gosu-lang_gosu-lang_gosu-lang_gosu-lang_gw.internal.gosu.parser1146JavaType.code
",gosu-lang,gosu-lang_gw.internal.gosu.parser.JavaType_R1.json,gosu-lang_gw.internal.gosu.parser.JavaType_R2.json,gosu-lang_gw.internal.gosu.parser.JavaType_R3.json,0,train
org.kaazing.k3po.pcap.converter.internal.author.RptScriptCreator,"kaazing_k3po_kaazing_k3po_org.kaazing.k3po.pcap.converter.internal.author698RptScriptCreator.code
",k3po,k3po_org.kaazing.k3po.pcap.converter.internal.author.RptScriptCreator_R1.json,k3po_org.kaazing.k3po.pcap.converter.internal.author.RptScriptCreator_R2.json,k3po_org.kaazing.k3po.pcap.converter.internal.author.RptScriptCreator_R3.json,0,train
net.imagej.ops.loop.LoopComputer,"imagej_imagej-ops_imagej_imagej-ops_net.imagej.ops.loop647LoopComputer.code
",imagej-ops,imagej-ops_net.imagej.ops.loop.LoopComputer_R1.json,imagej-ops_net.imagej.ops.loop.LoopComputer_R2.json,imagej-ops_net.imagej.ops.loop.LoopComputer_R3.json,0,train
org.apache.hadoop.hbase.codec.prefixtree.PrefixTreeBlockMeta,"cloud-software-foundation_c5_cloud-software-foundation_c5_org.apache.hadoop.hbase.codec.prefixtree574PrefixTreeBlockMeta.code
",c5,c5_org.apache.hadoop.hbase.codec.prefixtree.PrefixTreeBlockMeta_R1.json,c5_org.apache.hadoop.hbase.codec.prefixtree.PrefixTreeBlockMeta_R2.json,c5_org.apache.hadoop.hbase.codec.prefixtree.PrefixTreeBlockMeta_R3.json,0,train
org.fenixedu.academic.domain.accounting.Event,"FenixEdu_fenixedu-academic_FenixEdu_fenixedu-academic_org.fenixedu.academic.domain.accounting287Event.code
",fenixedu-academic,fenixedu-academic_org.fenixedu.academic.domain.accounting.Event_R1.json,fenixedu-academic_org.fenixedu.academic.domain.accounting.Event_R2.json,fenixedu-academic_org.fenixedu.academic.domain.accounting.Event_R3.json,0,train
org.apache.reef.io.data.loading.impl.AbstractEvaluatorToPartitionStrategy,"apache_incubator-reef_apache_incubator-reef_org.apache.reef.io.data.loading.impl536AbstractEvaluatorToPartitionStrategy.code
",incubator-reef,incubator-reef_org.apache.reef.io.data.loading.impl.AbstractEvaluatorToPartitionStrategy_R1.json,incubator-reef_org.apache.reef.io.data.loading.impl.AbstractEvaluatorToPartitionStrategy_R2.json,incubator-reef_org.apache.reef.io.data.loading.impl.AbstractEvaluatorToPartitionStrategy_R3.json,0,train
gw.lang.ir.builder.expression.JavaMethodAndArgsBuilder,"gosu-lang_gosu-lang_gosu-lang_gosu-lang_gw.lang.ir.builder.expression1765JavaMethodAndArgsBuilder.code
",gosu-lang,gosu-lang_gw.lang.ir.builder.expression.JavaMethodAndArgsBuilder_R1.json,gosu-lang_gw.lang.ir.builder.expression.JavaMethodAndArgsBuilder_R2.json,gosu-lang_gw.lang.ir.builder.expression.JavaMethodAndArgsBuilder_R3.json,0,train
net.sourceforge.ganttproject.task.CustomColumn,"bardsoftware_ganttproject_bardsoftware_ganttproject_net.sourceforge.ganttproject.task836CustomColumn.code
",ganttproject,ganttproject_net.sourceforge.ganttproject.task.CustomColumn_R1.json,ganttproject_net.sourceforge.ganttproject.task.CustomColumn_R2.json,ganttproject_net.sourceforge.ganttproject.task.CustomColumn_R3.json,0,train
org.ripple.bouncycastle.jcajce.provider.symmetric.RFC3211Wrap,"cping_RipplePower_cping_RipplePower_org.ripple.bouncycastle.jcajce.provider.symmetric2138RFC3211Wrap.code
",RipplePower,RipplePower_org.ripple.bouncycastle.jcajce.provider.symmetric.RFC3211Wrap_R1.json,RipplePower_org.ripple.bouncycastle.jcajce.provider.symmetric.RFC3211Wrap_R2.json,RipplePower_org.ripple.bouncycastle.jcajce.provider.symmetric.RFC3211Wrap_R3.json,0,train
org.ripple.bouncycastle.pqc.asn1.McEliecePrivateKey,"cping_RipplePower_cping_RipplePower_org.ripple.bouncycastle.pqc.asn12407McEliecePrivateKey.code
",RipplePower,RipplePower_org.ripple.bouncycastle.pqc.asn1.McEliecePrivateKey_R1.json,RipplePower_org.ripple.bouncycastle.pqc.asn1.McEliecePrivateKey_R2.json,RipplePower_org.ripple.bouncycastle.pqc.asn1.McEliecePrivateKey_R3.json,0,train
org.apache.twill.internal.DefaultTwillSpecification,"apache_incubator-twill_apache_incubator-twill_org.apache.twill.internal140DefaultTwillSpecification.code
",incubator-twill,incubator-twill_org.apache.twill.internal.DefaultTwillSpecification_R1.json,incubator-twill_org.apache.twill.internal.DefaultTwillSpecification_R2.json,incubator-twill_org.apache.twill.internal.DefaultTwillSpecification_R3.json,0,train
magic.model.action.MoveCardAction,"magarena_magarena_magarena_magarena_magic.model.action210MoveCardAction.code
",magarena,magarena_magic.model.action.MoveCardAction_R1.json,magarena_magic.model.action.MoveCardAction_R2.json,magarena_magic.model.action.MoveCardAction_R3.json,0,train
org.yccheok.jstock.gui.GradientJLabel,"yccheok_jstock_yccheok_jstock_org.yccheok.jstock.gui260GradientJLabel.code
",jstock,jstock_org.yccheok.jstock.gui.GradientJLabel_R1.json,jstock_org.yccheok.jstock.gui.GradientJLabel_R2.json,jstock_org.yccheok.jstock.gui.GradientJLabel_R3.json,0,train
org.apache.hadoop.hbase.codec.prefixtree.encode.PrefixTreeEncoder,"cloud-software-foundation_c5_cloud-software-foundation_c5_org.apache.hadoop.hbase.codec.prefixtree.encode602PrefixTreeEncoder.code
",c5,c5_org.apache.hadoop.hbase.codec.prefixtree.encode.PrefixTreeEncoder_R1.json,c5_org.apache.hadoop.hbase.codec.prefixtree.encode.PrefixTreeEncoder_R2.json,c5_org.apache.hadoop.hbase.codec.prefixtree.encode.PrefixTreeEncoder_R3.json,0,train
net.sf.gazpachoquest.services.user.impl.GroupServiceImpl,"antoniomaria_gazpachoquest_antoniomaria_gazpachoquest_net.sf.gazpachoquest.services.user.impl501GroupServiceImpl.code
",gazpachoquest,gazpachoquest_net.sf.gazpachoquest.services.user.impl.GroupServiceImpl_R1.json,gazpachoquest_net.sf.gazpachoquest.services.user.impl.GroupServiceImpl_R2.json,gazpachoquest_net.sf.gazpachoquest.services.user.impl.GroupServiceImpl_R3.json,0,train
org.snpeff.stats.plot.GooglePlot,"pcingola_SnpEff_pcingola_SnpEff_org.snpeff.stats.plot543GooglePlot.code
",SnpEff,SnpEff_org.snpeff.stats.plot.GooglePlot_R1.json,SnpEff_org.snpeff.stats.plot.GooglePlot_R2.json,SnpEff_org.snpeff.stats.plot.GooglePlot_R3.json,0,train
ch.epfl.bbp.uima.elasticsearch.ElasticIndexer,"BlueBrain_bluima_BlueBrain_bluima_ch.epfl.bbp.uima.elasticsearch538ElasticIndexer.code
",bluima,bluima_ch.epfl.bbp.uima.elasticsearch.ElasticIndexer_R1.json,bluima_ch.epfl.bbp.uima.elasticsearch.ElasticIndexer_R2.json,bluima_ch.epfl.bbp.uima.elasticsearch.ElasticIndexer_R3.json,0,train
org.jenkinsci.test.acceptance.controller.LocalController,"jenkinsci_acceptance-test-harness_jenkinsci_acceptance-test-harness_org.jenkinsci.test.acceptance.controller41LocalController.code
",acceptance-test-harness,acceptance-test-harness_org.jenkinsci.test.acceptance.controller.LocalController_R1.json,acceptance-test-harness_org.jenkinsci.test.acceptance.controller.LocalController_R2.json,acceptance-test-harness_org.jenkinsci.test.acceptance.controller.LocalController_R3.json,0,train
org.fenixedu.academic.domain.accounting.postingRules.serviceRequests.ExternalProgramCertificateRequestPR,"FenixEdu_fenixedu-academic_FenixEdu_fenixedu-academic_org.fenixedu.academic.domain.accounting.postingRules.serviceRequests518ExternalProgramCertificateRequestPR.code
",fenixedu-academic,fenixedu-academic_org.fenixedu.academic.domain.accounting.postingRules.serviceRequests.ExternalProgramCertificateRequestPR_R1.json,fenixedu-academic_org.fenixedu.academic.domain.accounting.postingRules.serviceRequests.ExternalProgramCertificateRequestPR_R2.json,fenixedu-academic_org.fenixedu.academic.domain.accounting.postingRules.serviceRequests.ExternalProgramCertificateRequestPR_R3.json,0,train
org.fenixedu.academic.domain.degreeStructure.CompetenceCourseInformationChangeRequest,"FenixEdu_fenixedu-academic_FenixEdu_fenixedu-academic_org.fenixedu.academic.domain.degreeStructure989CompetenceCourseInformationChangeRequest.code
",fenixedu-academic,fenixedu-academic_org.fenixedu.academic.domain.degreeStructure.CompetenceCourseInformationChangeRequest_R1.json,fenixedu-academic_org.fenixedu.academic.domain.degreeStructure.CompetenceCourseInformationChangeRequest_R2.json,fenixedu-academic_org.fenixedu.academic.domain.degreeStructure.CompetenceCourseInformationChangeRequest_R3.json,0,train
org.apache.reef.client.JobMessage,"apache_incubator-reef_apache_incubator-reef_org.apache.reef.client120JobMessage.code
",incubator-reef,incubator-reef_org.apache.reef.client.JobMessage_R1.json,incubator-reef_org.apache.reef.client.JobMessage_R2.json,incubator-reef_org.apache.reef.client.JobMessage_R3.json,0,train
org.ripple.bouncycastle.asn1.x509.IssuingDistributionPoint,"cping_RipplePower_cping_RipplePower_org.ripple.bouncycastle.asn1.x5091044IssuingDistributionPoint.code
",RipplePower,RipplePower_org.ripple.bouncycastle.asn1.x509.IssuingDistributionPoint_R1.json,RipplePower_org.ripple.bouncycastle.asn1.x509.IssuingDistributionPoint_R2.json,RipplePower_org.ripple.bouncycastle.asn1.x509.IssuingDistributionPoint_R3.json,0,train
org.apache.mina.transport.serial.SerialAddress,"kaazing_gateway_kaazing_gateway_org.apache.mina.transport.serial389SerialAddress.code
",gateway,gateway_org.apache.mina.transport.serial.SerialAddress_R1.json,gateway_org.apache.mina.transport.serial.SerialAddress_R2.json,gateway_org.apache.mina.transport.serial.SerialAddress_R3.json,0,train
com.google.javascript.jscomp.NameResolver,"google_closure-compiler_google_closure-compiler_com.google.javascript.jscomp856NameResolver.code
",closure-compiler,closure-compiler_com.google.javascript.jscomp.NameResolver_R1.json,closure-compiler_com.google.javascript.jscomp.NameResolver_R2.json,closure-compiler_com.google.javascript.jscomp.NameResolver_R3.json,0,train
org.spout.vanilla.world.generator.normal.biome.sandy.BeachBiome,"SpoutDev_Vanilla_SpoutDev_Vanilla_org.spout.vanilla.world.generator.normal.biome.sandy1116BeachBiome.code
",Vanilla,Vanilla_org.spout.vanilla.world.generator.normal.biome.sandy.BeachBiome_R1.json,Vanilla_org.spout.vanilla.world.generator.normal.biome.sandy.BeachBiome_R2.json,Vanilla_org.spout.vanilla.world.generator.normal.biome.sandy.BeachBiome_R3.json,0,train
org.apache.falcon.resource.ExtensionInstanceList,"apache_falcon_apache_falcon_org.apache.falcon.resource650ExtensionInstanceList.code
",falcon,falcon_org.apache.falcon.resource.ExtensionInstanceList_R1.json,falcon_org.apache.falcon.resource.ExtensionInstanceList_R2.json,falcon_org.apache.falcon.resource.ExtensionInstanceList_R3.json,0,train
dyvilx.tools.compiler.ast.statement.exception.TryStatement,"Clashsoft_Dyvil_Clashsoft_Dyvil_dyvilx.tools.compiler.ast.statement.exception425TryStatement.code
",Dyvil,Dyvil_dyvilx.tools.compiler.ast.statement.exception.TryStatement_R1.json,Dyvil_dyvilx.tools.compiler.ast.statement.exception.TryStatement_R2.json,Dyvil_dyvilx.tools.compiler.ast.statement.exception.TryStatement_R3.json,0,train
io.cattle.platform.core.model.tables.InstanceLabelMapTable,"rancherio_cattle_rancherio_cattle_io.cattle.platform.core.model.tables33InstanceLabelMapTable.code
",cattle,cattle_io.cattle.platform.core.model.tables.InstanceLabelMapTable_R1.json,cattle_io.cattle.platform.core.model.tables.InstanceLabelMapTable_R2.json,cattle_io.cattle.platform.core.model.tables.InstanceLabelMapTable_R3.json,1,train
ohmdb.flease.rpc.IncomingRpcRequest,"cloud-software-foundation_c5_cloud-software-foundation_c5_ohmdb.flease.rpc159IncomingRpcRequest.code
",c5,c5_ohmdb.flease.rpc.IncomingRpcRequest_R1.json,c5_ohmdb.flease.rpc.IncomingRpcRequest_R2.json,c5_ohmdb.flease.rpc.IncomingRpcRequest_R3.json,0,train
edu.isi.karma.controller.command.transformation.PreviewPythonTransformationResultsCommand,"usc-isi-i2_Web-Karma_usc-isi-i2_Web-Karma_edu.isi.karma.controller.command.transformation213PreviewPythonTransformationResultsCommand.code
",Web-Karma,Web-Karma_edu.isi.karma.controller.command.transformation.PreviewPythonTransformationResultsCommand_R1.json,Web-Karma_edu.isi.karma.controller.command.transformation.PreviewPythonTransformationResultsCommand_R2.json,Web-Karma_edu.isi.karma.controller.command.transformation.PreviewPythonTransformationResultsCommand_R3.json,0,train
com.jivesoftware.spark.plugin.apple.ApplePreferencePanel,"igniterealtime_Spark_igniterealtime_Spark_com.jivesoftware.spark.plugin.apple17ApplePreferencePanel.code
",Spark,Spark_com.jivesoftware.spark.plugin.apple.ApplePreferencePanel_R1.json,Spark_com.jivesoftware.spark.plugin.apple.ApplePreferencePanel_R2.json,Spark_com.jivesoftware.spark.plugin.apple.ApplePreferencePanel_R3.json,0,train
org.apache.reef.bridge.driver.client.DriverClientDispatcher,"apache_incubator-reef_apache_incubator-reef_org.apache.reef.bridge.driver.client43DriverClientDispatcher.code
",incubator-reef,incubator-reef_org.apache.reef.bridge.driver.client.DriverClientDispatcher_R1.json,incubator-reef_org.apache.reef.bridge.driver.client.DriverClientDispatcher_R2.json,incubator-reef_org.apache.reef.bridge.driver.client.DriverClientDispatcher_R3.json,0,train
org.snpeff.nmer.NmerCountWc,"pcingola_SnpEff_pcingola_SnpEff_org.snpeff.nmer263NmerCountWc.code
",SnpEff,SnpEff_org.snpeff.nmer.NmerCountWc_R1.json,SnpEff_org.snpeff.nmer.NmerCountWc_R2.json,SnpEff_org.snpeff.nmer.NmerCountWc_R3.json,0,train
org.kaazing.gateway.server.context.resolve.DefaultAuthenticationContext,"kaazing_gateway_kaazing_gateway_org.kaazing.gateway.server.context.resolve1023DefaultAuthenticationContext.code
",gateway,gateway_org.kaazing.gateway.server.context.resolve.DefaultAuthenticationContext_R1.json,gateway_org.kaazing.gateway.server.context.resolve.DefaultAuthenticationContext_R2.json,gateway_org.kaazing.gateway.server.context.resolve.DefaultAuthenticationContext_R3.json,0,train
com.google.template.soy.soytree.SwitchCaseNode,"google_closure-templates_google_closure-templates_com.google.template.soy.soytree1301SwitchCaseNode.code
",closure-templates,closure-templates_com.google.template.soy.soytree.SwitchCaseNode_R1.json,closure-templates_com.google.template.soy.soytree.SwitchCaseNode_R2.json,closure-templates_com.google.template.soy.soytree.SwitchCaseNode_R3.json,0,train
org.apache.hadoop.hbase.protobuf.generated.WALEntry,"cloud-software-foundation_c5_cloud-software-foundation_c5_org.apache.hadoop.hbase.protobuf.generated2120WALEntry.code
",c5,c5_org.apache.hadoop.hbase.protobuf.generated.WALEntry_R1.json,c5_org.apache.hadoop.hbase.protobuf.generated.WALEntry_R2.json,c5_org.apache.hadoop.hbase.protobuf.generated.WALEntry_R3.json,0,train
org.apache.knox.gateway.shell.manager.DeployResourceRequest,"apache_knox_apache_knox_org.apache.knox.gateway.shell.manager1052DeployResourceRequest.code
",knox,knox_org.apache.knox.gateway.shell.manager.DeployResourceRequest_R1.json,knox_org.apache.knox.gateway.shell.manager.DeployResourceRequest_R2.json,knox_org.apache.knox.gateway.shell.manager.DeployResourceRequest_R3.json,0,train
org.yccheok.jstock.gui.treetable.SellPortfolioTreeTableModelEx,"yccheok_jstock_yccheok_jstock_org.yccheok.jstock.gui.treetable426SellPortfolioTreeTableModelEx.code
",jstock,jstock_org.yccheok.jstock.gui.treetable.SellPortfolioTreeTableModelEx_R1.json,jstock_org.yccheok.jstock.gui.treetable.SellPortfolioTreeTableModelEx_R2.json,jstock_org.yccheok.jstock.gui.treetable.SellPortfolioTreeTableModelEx_R3.json,0,train
org.apache.knox.gateway.shell.Hadoop,"apache_knox_apache_knox_org.apache.knox.gateway.shell964Hadoop.code
",knox,knox_org.apache.knox.gateway.shell.Hadoop_R1.json,knox_org.apache.knox.gateway.shell.Hadoop_R2.json,knox_org.apache.knox.gateway.shell.Hadoop_R3.json,0,train
org.spout.vanilla.material.item.bucket.FullBucket,"SpoutDev_Vanilla_SpoutDev_Vanilla_org.spout.vanilla.material.item.bucket651FullBucket.code
",Vanilla,Vanilla_org.spout.vanilla.material.item.bucket.FullBucket_R1.json,Vanilla_org.spout.vanilla.material.item.bucket.FullBucket_R2.json,Vanilla_org.spout.vanilla.material.item.bucket.FullBucket_R3.json,0,train
ch.epfl.bbp.uima.xml.archivearticle3.NotsubsetType,"BlueBrain_bluima_BlueBrain_bluima_ch.epfl.bbp.uima.xml.archivearticle31144NotsubsetType.code
",bluima,bluima_ch.epfl.bbp.uima.xml.archivearticle3.NotsubsetType_R1.json,bluima_ch.epfl.bbp.uima.xml.archivearticle3.NotsubsetType_R2.json,bluima_ch.epfl.bbp.uima.xml.archivearticle3.NotsubsetType_R3.json,0,train
